Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,MonthlyIncome,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,LoanApproved
29,86432,616,employed,master,9,50424,48,divorced,0,mortgage,214,0.229360954,other,5538,591,7202.666667,3,7621,2.37424,2.50206307,1672.495296,0
41,35004,562,employed,bachelor,20,28133,48,single,1,mortgage,73,0.402755165,debt consolidation,3602,2109,2917.0,1,65167,2.4213299999999998,2.26697348,896.6210839,0
25,74207,549,employed,associate,4,118908,48,married,3,mortgage,276,0.121019338,home,1588,270,6183.916667,4,26458,3.3940799999999998,3.5005769599999996,4634.411709,0
45,64460,513,employed,associate,25,25134,60,widowed,3,mortgage,739,0.291099981,debt consolidation,1397,701,5371.666667,3,86325,2.7363399999999998,2.5738208,748.6332934,0
24,81064,540,employed,bachelor,0,34723,120,single,3,rent,478,0.523798769,home,8374,686,6755.333333,4,30132,3.19723,3.5220795999999996,1051.82765,0
42,17097,467,employed,master,21,61089,36,married,1,own,238,0.816464154,home,2758,3086,1424.75,2,56695,3.12589,2.78981943,2523.501444,0
39,15000,486,employed,high school,15,21214,36,divorced,4,mortgage,466,0.086139417,auto,34094,2852,1250.0,5,61541,2.63214,2.84697525,882.879741,0
41,29085,537,employed,bachelor,18,44340,108,married,3,rent,356,0.128369303,auto,3369,761,2423.75,2,34776,3.2084,3.24636906,1270.653977,0
41,27760,606,employed,high school,18,12236,72,married,0,other,487,0.128392946,other,50048,645,2313.333333,9,113719,2.2423599999999997,2.26209511,311.9693598,0
44,79034,623,employed,bachelor,20,21897,84,widowed,1,mortgage,1683,0.029429509,education,4029,1106,6586.166667,3,1328,2.35397,2.824764,600.5087774,0
23,17270,593,employed,high school,0,28352,36,single,2,own,858,0.244350311,home,24249,1912,1439.166667,3,25827,2.16852,2.08157691,1065.483539,0
50,87299,563,employed,bachelor,27,45161,84,divorced,2,mortgage,411,0.147830573,education,1428,186,7274.916667,3,20484,2.88661,3.0236486,1298.47718,0
28,38973,627,employed,bachelor,10,21643,60,divorced,3,rent,518,0.105185262,debt consolidation,4562,373,3247.75,7,70898,2.13143,2.33420304,614.3869305,0
28,49102,530,employed,high school,5,33474,36,married,2,rent,225,0.67293349,home,8281,736,4091.833333,4,118806,2.5347399999999998,2.1313627900000003,1266.531892,0
51,45453,519,employed,associate,28,33837,72,married,0,rent,414,0.413055585,education,2083,9287,3787.75,7,5407,2.89337,2.9745212700000003,1012.406528,0
37,20511,589,employed,bachelor,12,40440,48,married,4,other,835,0.519377734,other,3110,777,1709.25,2,35390,2.4093999999999998,2.6722572300000005,1380.018745,0
33,15000,409,employed,high school,13,11248,36,married,0,mortgage,838,0.313371951,auto,1866,654,1250.0,7,95347,2.9174800000000003,2.9447555899999998,474.0982402,0
43,42374,583,employed,high school,18,21546,48,married,2,mortgage,689,0.203436608,auto,1124,349,3531.166667,10,3769,2.25046,2.5660003,722.3577098,0
34,58598,608,employed,master,9,43423,72,single,0,mortgage,463,0.643069775,home,7931,7097,4883.166667,4,107085,2.54423,2.4730728099999997,1162.52849,0
39,26472,630,employed,master,16,26994,60,divorced,3,mortgage,697,0.123674994,debt consolidation,725,746,2206.0,4,223251,2.16994,2.18277513,742.9036621,0
49,54734,539,employed,high school,26,34761,12,married,3,rent,367,0.256190233,education,4628,736,4561.166667,8,53872,2.30261,2.18268013,3250.537387,0
49,39665,574,employed,associate,28,8889,36,single,2,own,478,0.214621789,education,907,1468,3305.416667,3,13050,2.0688899999999997,2.1106343499999998,335.3792163,0
46,26541,644,employed,bachelor,26,37726,72,married,2,rent,342,0.327395329,auto,2786,3233,2211.75,3,3497,2.30726,2.26418703,962.3348777,0
35,35069,449,employed,high school,12,14245,72,married,1,own,411,0.098360503,other,4809,1430,2922.416667,3,67541,3.04745,2.91057116,420.3702205,0
35,35390,516,employed,high school,13,34581,72,single,0,mortgage,165,0.25104731,debt consolidation,1290,300,2949.166667,3,127088,2.9158099999999996,2.58953844,950.6039731,0
21,50172,487,employed,high school,0,10943,36,married,0,rent,317,0.262765554,other,7641,812,4181.0,4,22297,2.5244299999999997,2.3018239300000003,423.7045181,0
28,16351,593,self-employed,master,7,49630,24,single,0,own,892,0.133862965,home,2618,2170,1362.583333,7,25205,2.2813,1.8915899999999999,2499.752253,0
32,23812,526,employed,bachelor,10,30085,60,married,3,own,204,0.557335693,debt consolidation,3242,2342,1984.333333,6,17720,2.7208500000000004,2.6948164,917.7234684,0
37,46513,541,employed,bachelor,13,18220,36,married,1,mortgage,635,0.487245695,auto,9488,287,3876.083333,2,142732,2.3272,2.61831639,735.8740124,0
51,35246,583,employed,high school,28,10841,48,single,1,mortgage,490,0.349954937,auto,671,1887,2937.166667,7,8193,2.1434100000000003,2.09565833,335.4459888,0
41,21629,574,employed,doctorate,17,33333,48,divorced,2,rent,713,0.117870069,auto,5498,553,1802.416667,6,18879,2.4133299999999998,2.41760597,1089.963897,0
30,26636,589,employed,associate,8,11773,48,married,0,rent,500,0.436151174,home,4029,826,2219.666667,3,9232,2.12273,2.14306778,367.2918055,0
18,32752,530,employed,high school,0,14555,60,married,0,rent,318,0.45181229,education,3359,372,2729.333333,6,10445,2.5455499999999995,2.52860172,429.6525601,0
45,37291,538,employed,doctorate,23,17176,48,married,0,rent,446,0.485209527,auto,3370,4666,3107.583333,8,7549,2.43176,2.53744882,573.1002316,0
33,29952,435,employed,associate,8,38686,24,divorced,2,mortgage,365,0.683358253,debt consolidation,3495,1647,2496.0,4,51103,2.96186,3.36778703,2236.9549,0
52,61916,526,employed,associate,29,26643,12,single,0,mortgage,147,0.090361833,debt consolidation,6466,902,5159.666667,4,55856,2.28643,2.18256186,2491.399578,0
41,91269,566,self-employed,high school,17,17474,96,divorced,5,other,222,0.250153131,auto,17111,1240,7605.75,2,68618,2.69474,2.33914463,403.919721,0
46,27087,521,employed,associate,20,36577,120,married,1,mortgage,305,0.299039645,education,2753,8027,2257.25,5,6780,3.31077,2.8727158800000003,930.026624,0
44,31686,522,employed,bachelor,24,14930,24,married,2,own,641,0.311554112,education,1231,1701,2640.5,2,80770,2.2893,2.2339413599999998,777.0455754,0
23,25972,508,self-employed,associate,3,14214,48,single,5,mortgage,209,0.18188363,home,675,247,2164.333333,6,14385,2.55214,2.57109254,476.9489783,0
58,48180,543,employed,master,37,39258,24,divorced,0,rent,776,0.566001193,debt consolidation,4934,462,4015.0,9,9980,2.42758,2.43906597,2083.276004,0
44,27655,592,employed,bachelor,20,29169,60,married,4,mortgage,449,0.38699084,education,3099,1284,2304.583333,3,175651,2.38169,2.20216703,805.9754791,0
51,25514,549,self-employed,associate,26,27629,24,married,0,own,134,0.2984986,education,954,1150,2126.166667,7,141843,2.28129,1.825032,1382.697032,0
34,74022,587,employed,high school,10,29051,36,single,5,other,224,0.213886458,home,265,315,6168.5,5,277061,2.20551,2.30815674,1125.791545,0
49,31196,577,employed,high school,28,21955,108,widowed,1,mortgage,218,0.078678691,home,17756,367,2599.666667,4,3336,2.7845500000000003,2.87933003,570.8952118,0
28,36111,508,employed,associate,6,17600,48,divorced,2,other,714,0.224132773,auto,917,1474,3009.25,7,3559,2.586,2.5145588200000004,584.9955011,0
41,28322,624,employed,associate,20,19536,48,married,0,other,160,0.286852679,other,935,1092,2360.166667,4,420657,2.02536,1.84868283,578.8516737,0
47,42015,565,employed,associate,25,14551,60,married,2,rent,426,0.400150857,auto,1766,1126,3501.25,3,18541,2.3705100000000003,2.3385676799999997,413.4302614,0
30,63079,468,employed,high school,9,101914,36,married,3,other,406,0.27884513,home,11067,999,5256.583333,5,3537,3.52914,3.70734353,4730.562731,0
46,55433,592,employed,high school,22,24534,96,divorced,0,own,615,0.18620089,auto,1074,1551,4619.416667,4,35830,2.63534,2.38975889,575.2243819,0
26,21227,533,employed,high school,4,21263,48,married,1,own,194,0.444859454,home,16978,624,1768.916667,7,57979,2.49763,2.69789964,728.6917475,0
33,35882,620,employed,master,11,9259,48,single,0,own,257,0.147593005,home,3552,1162,2990.166667,3,8266,1.9425899999999998,2.00011478,281.7603872,0
36,25229,627,employed,bachelor,15,18313,60,single,1,rent,398,0.43950102,home,4282,2555,2102.416667,4,52335,2.09813,2.19277388,505.0330274,0
43,47315,600,employed,high school,22,15389,120,married,4,rent,288,0.62317534,debt consolidation,2408,1774,3942.916667,1,5491,2.70389,3.244668,433.7545652,0
40,81906,456,employed,high school,18,78598,36,married,0,mortgage,447,0.459712988,home,4418,343,6825.5,4,60459,3.35598,3.55746477,3581.071272,0
41,62963,577,employed,associate,20,16846,72,divorced,1,other,1221,0.663293697,auto,2062,6519,5246.916667,6,111528,2.43346,2.37202568,440.6453942,0
26,58252,599,employed,associate,2,29250,96,single,3,mortgage,219,0.301578489,auto,2264,856,4854.333333,8,5214,2.6475,2.8191568900000004,770.0327681,0
24,58469,434,self-employed,associate,1,11903,96,married,1,own,179,0.145747268,other,4744,8333,4872.416667,8,231710,3.29903,3.11937831,338.2066207,0
41,66421,578,employed,master,20,42165,36,widowed,0,rent,413,0.136145718,education,2237,83,5535.083333,4,20529,2.38165,2.1685408,1603.446293,0
18,25621,587,unemployed,associate,0,6731,36,divorced,1,mortgage,317,0.129297023,home,8935,317,2135.083333,3,23799,1.98231,2.07032514,252.5664862,0
37,23085,589,employed,high school,15,22729,48,divorced,0,rent,499,0.274587799,auto,4659,487,1923.75,4,81019,2.23229,2.46012919,748.5828075,0
43,49421,609,employed,bachelor,21,17161,72,married,3,other,438,0.258787054,debt consolidation,10050,1546,4118.416667,8,9540,2.27661,2.58068076,470.8010354,0
39,62581,598,self-employed,high school,16,26797,48,single,1,own,519,0.397873699,other,2181,1564,5215.083333,4,1968,2.22797,2.37071405,869.2985393,0
46,15000,571,employed,master,23,8744,108,married,0,mortgage,280,0.116676356,home,2948,908,1250.0,10,10229,2.6824399999999997,2.91281779,229.4573541,0
37,30114,448,employed,associate,13,42369,48,married,0,other,214,0.251787371,auto,2865,961,2509.5,3,10234,3.13369,3.41883199,1630.454219,0
30,59672,498,unemployed,master,6,7449,48,divorced,1,mortgage,452,0.556294721,debt consolidation,4243,1148,4972.666667,7,26621,2.53449,2.5408348099999998,248.687013,0
18,48204,580,employed,bachelor,0,28801,60,married,0,mortgage,218,0.280837301,education,3318,4298,4017.0,7,18883,2.43801,2.31333259,814.1214588,0
37,29672,454,employed,high school,12,45726,48,married,0,rent,524,0.500695193,other,5684,1258,2472.666667,5,605278,3.13726,2.9791082,1640.858579,0
47,55338,578,employed,bachelor,27,20621,36,married,2,mortgage,603,0.738751616,education,2128,1571,4611.5,5,8372,2.16621,2.0404692399999997,770.6089514,0
55,33201,619,employed,high school,29,33001,60,married,0,rent,444,0.243844297,education,3025,942,2766.75,6,49759,2.28501,2.4024355,949.8382187,0
32,62472,584,employed,associate,10,27263,48,married,0,rent,631,0.320156506,home,2530,559,5206.0,4,45846,2.3026299999999997,2.5331902699999995,909.0169439,0
23,50306,570,employed,bachelor,4,31777,96,married,1,rent,796,0.216560787,home,2023,1185,4192.166667,5,7617,2.81777,3.3257119,949.5012837,0
34,37165,581,employed,doctorate,12,6258,36,married,1,mortgage,301,0.182865567,debt consolidation,7099,1367,3097.083333,8,45135,2.00758,2.10363342,235.8873328,0
18,15844,558,employed,bachelor,0,12215,48,married,0,other,366,0.275212241,auto,1021,1293,1320.333333,6,78381,2.28215,2.5602397,409.1291585,0
50,36905,601,employed,associate,25,18040,72,married,0,mortgage,1461,0.245639542,debt consolidation,3255,468,3075.416667,5,9471,2.3254,2.5023645,486.2084516,0
39,69643,563,employed,high school,16,10293,120,married,0,mortgage,188,0.168657898,debt consolidation,3270,4032,5803.583333,1,155463,2.83793,2.9692047500000003,269.0035644,0
21,45106,455,employed,master,1,30684,96,married,3,rent,339,0.505871845,home,740,2487,3758.833333,8,23457,3.38184,2.90231817,825.3510887,0
55,88194,580,employed,bachelor,33,41695,84,single,4,rent,451,0.133013624,other,5549,513,7349.5,5,7307,2.7669500000000005,2.93524065,1174.08137,0
35,69675,599,employed,high school,12,20326,72,single,0,mortgage,560,0.164688796,education,785,1770,5806.25,7,52444,2.35826,2.54009981,552.5371028,0
46,15000,550,employed,high school,23,20375,12,divorced,4,rent,486,0.231311386,auto,2313,3652,1250.0,8,94879,2.1037500000000002,2.36221886,1922.928382,0
46,66553,516,employed,associate,22,13196,84,single,0,other,446,0.356505321,other,3156,1542,5546.083333,4,23517,2.8019600000000002,3.34513799,408.4111902,0
32,54539,575,employed,high school,11,16963,96,divorced,0,mortgage,311,0.130366952,education,12300,440,4544.916667,3,134131,2.6446300000000003,2.5923168600000004,420.4803262,0
36,15000,605,employed,doctorate,14,13026,72,widowed,4,rent,806,0.200698334,other,1396,329,1250.0,6,82340,2.25526,2.27582779,333.1814217,0
52,56692,630,employed,bachelor,28,15615,84,married,0,rent,367,0.645564708,other,2779,357,4724.333333,0,8286,2.25615,2.10683013,356.863666,0
36,74227,581,employed,high school,12,44343,60,married,3,other,243,0.463153069,education,11023,594,6185.583333,3,9226,2.58843,2.51635467,1305.780839,0
31,26480,564,employed,doctorate,12,33405,12,married,0,own,612,0.278947637,home,1299,1316,2206.666667,2,111361,2.16405,2.40938141,3160.280125,0
29,37709,557,employed,high school,8,27440,60,married,1,own,435,0.462977458,debt consolidation,1785,543,3142.416667,5,4672,2.5394,3.0472799999999998,895.7625781,0
30,34513,504,self-employed,bachelor,9,21591,36,married,1,rent,533,0.071228258,home,5782,1059,2876.083333,7,113972,2.54591,3.0316360700000002,920.3172207,0
34,101272,570,employed,associate,12,20556,96,married,2,mortgage,1250,0.546304265,home,6368,279,8439.333333,1,10884,2.70556,2.94232956,558.6191337,0
47,87605,627,employed,high school,27,20420,96,married,0,other,221,0.244284812,debt consolidation,6308,425,7300.416667,7,18891,2.4192,2.23899447,458.7823254,0
28,35295,626,unemployed,bachelor,7,30630,60,divorced,0,mortgage,557,0.197795446,debt consolidation,5142,942,2941.25,8,14075,2.2263,2.63240839,922.9624956,0
50,80190,541,self-employed,bachelor,26,19834,24,divorced,2,mortgage,333,0.40849076,education,3847,364,6682.5,0,4549,2.24334,2.45134835,1053.735357,0
55,40846,618,employed,high school,33,18491,36,married,2,rent,279,0.225115128,home,596,2787,3403.833333,3,44872,1.94491,1.8688053900000001,674.8936303,0
68,30193,633,employed,high school,45,19099,72,married,1,rent,177,0.245238891,home,9957,395,2516.083333,6,117364,2.1759899999999996,1.75493186,430.7541731,0
42,81275,589,employed,associate,21,25743,72,divorced,0,mortgage,326,0.388871481,education,6386,518,6772.916667,2,111005,2.46243,2.91028401,759.6291595,0
48,66694,523,employed,associate,27,16406,48,married,2,rent,191,0.362959963,debt consolidation,2631,112,5557.833333,4,19919,2.49906,2.8130504899999997,573.0101011,0
38,121777,574,self-employed,associate,13,53460,84,married,3,rent,644,0.445874737,home,7997,8124,10148.08333,2,72951,2.9146,2.98647506,1523.721527,0
38,22833,561,employed,high school,14,49772,48,married,1,mortgage,357,0.338572011,debt consolidation,5963,89,1902.75,5,66428,2.64272,2.46968432,1641.892144,0
38,28425,616,employed,associate,16,9736,72,married,0,own,289,0.232230237,other,1629,1346,2368.75,8,10354,2.16736,2.36320113,254.1474886,0
45,48983,616,employed,associate,22,15953,72,married,0,own,2375,0.598307826,debt consolidation,3229,405,4081.916667,2,289962,2.22953,2.50594918,430.3113411,0
31,28613,523,self-employed,high school,5,15409,24,divorced,1,own,675,0.196872688,education,6448,214,2384.416667,4,11431,2.28909,2.33081073,809.3792689,0
35,50704,519,unemployed,master,12,19490,84,single,4,rent,328,0.423666453,debt consolidation,1562,1340,4225.333333,2,8142,2.8499000000000003,2.6990857299999997,518.4001568,0
21,58542,574,employed,high school,0,19011,36,married,4,mortgage,253,0.185076849,auto,4172,1357,4878.5,3,47233,2.17011,2.31425403,737.3236364,0
72,36529,564,employed,high school,45,26532,60,divorced,4,other,167,0.249994041,home,250,1041,3044.083333,6,147438,2.49532,2.42713781,767.4566654,0
66,45208,633,employed,high school,42,25607,60,divorced,4,other,393,0.336020647,debt consolidation,10673,1194,3767.333333,8,8782,2.14107,1.7128560000000002,638.171359,0
47,18388,587,employed,high school,25,24570,96,married,3,own,181,0.165036582,debt consolidation,1290,1207,1532.333333,4,183733,2.6607,2.74960053,635.1490781,0
43,15000,594,unemployed,associate,21,16106,48,divorced,2,mortgage,554,0.209623262,home,1942,1687,1250.0,3,37970,2.14106,2.29570417,515.8420003,0
30,30245,579,employed,high school,9,21205,36,single,1,rent,575,0.04577914,debt consolidation,8547,938,2520.416667,4,6825,2.16705,2.0228515099999997,790.5249502,0
52,30698,525,unemployed,high school,32,20592,36,single,1,rent,377,0.36332593,auto,4871,1379,2558.166667,7,207049,2.43092,2.20291163,786.7280177,0
34,40420,607,employed,high school,14,46281,24,married,0,rent,434,0.376265883,debt consolidation,4169,3015,3368.333333,3,1912,2.17781,2.29268895,2422.209424,0
25,15000,576,employed,high school,1,18177,48,single,0,mortgage,528,0.236083226,home,5689,1111,1250.0,3,1077,2.25177,2.19854905,572.5428041,0
25,36167,602,employed,bachelor,6,29344,48,single,2,mortgage,145,0.276988641,auto,652,371,3013.916667,3,68671,2.23344,2.24088701,931.0402157,0
27,31877,538,employed,high school,4,15003,120,widowed,0,rent,207,0.471641458,education,1119,200,2656.416667,1,8084,3.0100300000000004,3.6120360000000002,464.8306911,0
28,29353,609,unemployed,master,7,17360,96,married,1,rent,222,0.444375788,other,758,2380,2446.083333,5,7347,2.4786,2.0839794400000002,372.890544,0
48,122915,472,employed,high school,27,115410,48,widowed,2,mortgage,341,0.221992022,home,8525,4490,10242.91667,6,28962,3.7441000000000004,3.7918293800000002,4703.345737,0
37,77037,486,employed,high school,15,16070,48,married,0,mortgage,1517,0.045234167,education,9205,421,6419.75,7,6751,2.6807,2.8430463500000003,564.0392977,0
38,20712,578,employed,high school,18,44431,60,married,0,rent,255,0.154885664,auto,9456,469,1726.0,5,3857,2.6043100000000003,2.54437403,1315.692604,0
61,93365,595,self-employed,associate,36,36391,72,single,4,mortgage,381,0.485207635,debt consolidation,2516,2624,7780.416667,4,18942,2.5389099999999996,2.6068903900000002,1004.274169,0
21,23979,539,employed,associate,0,29842,48,married,0,mortgage,515,0.267625583,home,4571,1026,1998.25,9,18370,2.55342,2.19138178,938.8086863,0
